Pipeline,Mode,Classifier,Accuracy,F1-Score,ROC-AUC,PR-AUC,Train-Time(s),Inference-Time-Total(s),Test-Samples,Embeddings,Inference-Time-per-Sample(ms)
pipeline2_organic_bipia,context_only,LogisticRegression,0.8619285714285714,0.8630728908408302,0.9417525612244898,0.93879599687463,2.501585960388184,0.0365724563598632,14000,MINILM,0.0026123183114188
pipeline2_organic_bipia,context_only,SVM,0.8636428571428572,0.865040650406504,0.941595581632653,0.9375232663528228,5.942589044570923,0.0914311408996582,14000,MINILM,0.006530795778547
pipeline1_alamsabi,context_only,LightGBM,0.8559285714285715,0.858207381370826,0.9337488775510204,0.9265415950180168,1.5065093040466309,0.0068602561950683,14000,MINILM,0.0004900182996477
pipeline1_alamsabi,normal,LightGBM,0.8502857142857143,0.8530566461020751,0.9298451836734694,0.9234241461182476,1.456263780593872,0.007584810256958,14000,MINILM,0.0005417721612112
pipeline3_organic_injected,context_only,RandomForest,0.8435714285714285,0.838328657906393,0.927972387755102,0.9301968587257514,8.445021390914917,0.1139509677886962,14000,OPENAI,0.0081393548420497
pipeline1_alamsabi,context_only,RandomForest,0.8490714285714286,0.852475040145221,0.9258207959183674,0.9171075158126156,3.9661784172058105,0.0431334972381591,14000,MINILM,0.0030809640884399
pipeline1_alamsabi,normal,RandomForest,0.8484285714285714,0.8519810267857143,0.9227204897959184,0.9135711650120272,4.029279470443726,0.0413234233856201,14000,MINILM,0.0029516730989728
pipeline3_organic_injected,context_only,XGBoost,0.8382142857142857,0.8328289910694516,0.919581887755102,0.9270364075832548,28.78496718406677,0.0989491939544677,14000,QWEN3,0.0070677995681762
pipeline3_organic_injected,context_only,LightGBM,0.8161428571428572,0.8091919940696812,0.9005165510204082,0.9103127151317592,12.753312826156616,0.1389834880828857,14000,QWEN3,0.0099273920059204
pipeline1_alamsabi,context_only,LogisticRegression,0.8237142857142857,0.8236134934248142,0.8935075816326531,0.8739306358457228,4.637331008911133,0.0200941562652587,14000,MINILM,0.0014352968760899
